Category,Title
정치,울산 포기 안한 김기현을 바라보는 엇갈린 시선
정치,與 구원투수는 누구…김한길·한동훈에 인요한까지 거론
정치,한·네덜란드 ‘반도체 동맹’ 구축 공식화
정치,"윤재옥 ""국민 눈높이 맞는 비대위원장 선임할 것"""
정치,“병역 의무 수행 문제 없어”…고도비만도 현역으로 간다
정치,"이재명 ""국회 입법안 존중해달라"", 이관섭 ""더 소통하겠다"""
정치,"""1월 중순까지 탈당 안 해"" 류호정에 ""꼼수 구태‥당장 나가라"" 맹폭 [현장영상]"
정치,"당정 ""난임부부 체외수정 보험 급여 횟수 16→20회"""
정치,"韓·네덜란드 '반도체 동맹' 선포…삼성·SK, ASML과 EUV 협력"
정치,"이재명 ""혁신도, 통합도 중요…변화하되 단결 유지해야"""
정치,한·네덜란드 정상회담 계기 ‘경제안보·원전·공급망’ 등 MOU 6건 체결
정치,"윤 대통령, 네덜란드 국빈 방문 중에도 김기현에게 “불출마” 연락"
정치,홍익표 “연동형 유지땐 위성정당 난립”… 野 오늘 선거제 의총
정치,"이준석 ""김기현에 '감사 인사' 남긴 사람 없어…정말 싸가지 없다"""
정치,"국민의힘, 비대위 체제로 전환…""국민 눈높이 맞는 비대위원장 선임"""
정치,이재명 “변화하되 단합·단결”…정세균·김부겸 회동 추진
정치,"이재명 ""입법안 존중해달라""… 이관섭 ""다수당이 도와줘야"""
정치,"尹, 네덜란드서도 보훈 행보…리더잘·이준 열사 기념관 최초 방문"
정치,“개 식용 금지는 대통령 약속” 네덜란드서 동물보호단체 찾은 김 여사
정치,"野의총서 '사쿠라' 설전…김민석 ""이낙연 신당론은 선 넘어"""
정치,"""호남 민심 외면할 것"" 광주∙전남 정치인, '이낙연 신당' 쓴소리"
정치,“개 식용 금지는 대통령 약속” 네덜란드서 동물보호단체 찾은 김 여사
정치,대통령실 “네덜란드서 글로벌 반도체 공급망 동맹 완성”
정치,"국민의힘, '비대위 체제' 전환 결정‥또 '윤심' 위원장?"
정치,"나경원 ""당정관계 변화 전제돼야 비대위 구성도 효과적"""
정치,이준석 “김기현에 감사 인사 하는 사람 없어…정말 싸가지 없다”
정치,"野, 민주유공자법 강행…與 ""운동권 특혜 상속법"""
정치,"국방장관, 8개국 주 나토 대사 접견…""韓 위협 세력, 전 세계의 대응 직면"""
정치,"고도비만도 현역 입대한다…군, BMI 기준 완화 추진"
정치,"대통령실 ""한-네덜란드 정상회담, 설계부터 제조까지 전 주기의 글로벌 반도체 동맹 완성"""
정치,이재명 “변화하되 최대한 단합·단결 유지하는 게 중요”
정치,"당정 ""난임부부 시험관시술 건보지원 '16회→20회'로 늘린다"""
정치,"尹 ""한-네 반도체 동맹, 세계최고 초격차 만들 것""(종합)"
정치,"尹, 참모통해 이재명에 덕담 ""제1야당 대표도 엄청난 격무"""
정치,"고도비만도 저체중도 현역으로 군대 간다… 軍, 현역 판정기준 완화"
정치,"“나토는 ‘방어’동맹…중국과 계속 협력하겠지만, 원칙 지켜야”"
정치,'11번째 비대위' 체제로 총선 가는 與…'박근혜 성공사례' 기대?
정치,원희룡·한동훈·김한길 물망..與 비대위 선봉장 누가 되나
정치,"신원식 장관 14일, 국군방첩사령부·사이버작전사령부 현장지도"
정치,"이재명, 김기현 사퇴보며 느끼는 바 없나?…민주당 또 파열음"
정치,한동훈 ‘국힘 구원투수 등판’ 급물살 타나…김한길·인요한·안대희도 비대위원장 물망
정치,"중·러 군용기 동해 카디즈 침범...군, 전투기 투입 대응"
정치,"야, ‘민주유공자법’ 정무위 단독 처리…여 “운동권 특혜 상속”"
정치,"""호남 민심 외면할 것"" 광주∙전남 정치인, '이낙연 신당' 쓴소리"
정치,"삼성·SK하이닉스, '슈퍼 을' ASML과 손잡은 이유는?"
정치,"나경원 ""당정관계 재정립 전제돼야 비대위 구성도 효과적"""
정치,尹 “한·네덜란드는 최상의 파트너”… 외신도 반도체 동맹에 ‘주목’
정치,"민주 비주류 4인방, ""이재명 대표 한 발 물러서 달라""…통합 비대위 전환 요구"
정치,"병무청, 前금융위원장 아들 등 병역의무 기피자 355명 신상 공개"
정치,"이재명 ""변화하되 단합과 단결 유지하는게 중요"""
정치,"이재명 대표, 쌍특검법 처리 앞두고 ‘대통령 거부권 자제’ 요청"
정치,격랑 휩싸인 국힘 … 비대위원장도 인물난
정치,"나경원 ""당정 관계 재정립해야 비대위 구성도 효과적"""
정치,"尹 ""네덜란드와 반도체 동맹, 세계 최고 초격차 목표"""
정치,김민석 “신당 옹호할 거면 다 나가라” VS 김한정 “사쿠라 표현은 잘못”
정치,"민주, 오늘 '선거제 의원총회'…비례대표 결론 시도"
정치,네덜란드서 동물보호단체 만난 김건희 여사 “개 식용 금지법 통과 바라”
정치,"한-네덜란드 정상 ""반도체 동맹""…ASML '클린룸' 참관도"
정치,"장제원 ""새 인물 등장하면 긴 터널에 들어갈 걸 잘 알아"""
정치,野 '민주유공자법' 단독 처리시도…與 반대로 안건조정위 회부
정치,"[속보]윤재옥 ""공관위 구성 내년 1월10일…당헌당규 지킬 것"""
정치,韓-네덜란드 '반도체 동맹' 명문화
정치,'한국판 인·태 전략 발표 1주년' 범정부 포럼 19일 개최
정치,"이낙연 ""금태섭·양향자와 연대 가능성…다른 분 연대는 아직"""
정치,"尹, 네덜란드서도 보훈 행보…리더잘·이준 열사 기념관 최초 방문"
정치,중·러 군용기 6대 방공식별구역 무단 진입…공군 전투기 출격
정치,나경원 “비대위 구성 전에 당정 관계부터 바뀌어야”
정치,"정의 ""류호정 의원직사퇴 안하면 17일 징계위 회부""…결의안 채택"
정치,"尹대통령, 네덜란드 국빈방문 마치고 귀국길"
정치,"김건희 여사 ""개 식용 금지는 대통령의 약속…특별법 조속히 통과되길 바라"" [뉴시스Pic]"
정치,앞으로 '고도비만'도 현역 판정…'신체검사규칙' 개정안 입법예고
정치,"대통령실 ""한-네덜란드 정상회담, 설계부터 제조까지 전 주기의 글로벌 반도체 동맹 완성"""
정치,'연동형 vs 병립형' 선거제 또 결론 못낸 민주당…내주 재논의
정치,"국민의힘, 15일 비상의총 개최…비대위 구성 논의"
정치,"나경원 ""당정관계 재정립 전제돼야 비대위 구성도 효과적"""
정치,민주당 비주류 ‘원칙과 상식’ “이재명 한발만 물러서달라···비대위로 가자”
정치,‘18세 6·25 전사자’ 유해…73년만에 가족 품 돌아가
정치,이재명 “거부권 말고 국회 존중”…대통령실 “자유시장 기조 협력해달라”
정치,"민주유공자법, 국회 정무위서 野 단독 처리…與 ""운동권 특혜 상속""(종합)"
정치,"이낙연, 새해 신당 창당 공식화…""1월 초 대국민 보고"""
정치,"ASML과 ‘한 배’ 탄 삼성·SK… K반도체, TSMC 맹추격 예고"
정치,"김대기 비서실장 ""마이스터고, 예산 등 전폭 지원"""
정치,중·러 군용기 6대 카디즈 진입...동해서 연합훈련 한 듯
정치,"민주당 거세진 '쇄신 요구'…비명계 ""이재명 물러나고 통합비대위"""
정치,김건희 여사 “개 식용 금지는 尹대통령 약속…특별법 통과되길”
정치,윤 대통령 “반도체 동맹이 초격차 유지할 것”…네덜란드 총리와 정상회담
정치,"이낙연 신당, NY·친문계도 시큰둥…""도시락 싸들고 다니며 말리고 싶어"""
정치,"尹대통령, 네덜란드 국빈 방문 마치고 귀국길 올라"
정치,국민의힘 '비대위 전환' 결론…위원장에 한동훈·원희룡 거론
정치,기업인 출신 민주 영입인재 2호 이재성…“부산에 출마하고 싶다”
정치,"김건희 여사 ""개 식용 금지, 대통령 약속...빠른 입법 희망"""
정치,"野 '민주유공자법' 단독 의결 …與 ""입법 횡포"""
정치,"尹, 韓 정상 최초 '리더잘·이준 열사 기념관' 방문… 순국선열 애국정신 기려"
정치,"원칙과 상식, 이재명 사퇴·비대위 전환 요구…“선당후사의 길 가야”"
정치,한·네덜란드 정상회담 계기 ‘경제안보·원전·공급망’ 등 MOU 6건 체결
정치,"인도태평양 전략 발표 1년...정부, 52개 전략 이행 계획 내놓는다"
정치,"한 총리, 한파 예보에 ""수도관 동파·취약계층 화재 예방 점검하라"""
정치,‘용산 참모’ 만난 이재명 “지역화폐 예산 각별히 고려해 주길”
정치,한동훈 ‘국힘 구원투수 등판’ 급물살 타나…김한길·인요한·안대희도 비대위원장 물망
정치,"중러 군용기 6대, 통보없이 방공식별구역 진입…공군 전투기 출격"
정치,"감사원 감사 받았던 전 금융위원장 아들, 병역 기피 명단 포함"
정치,"이재명, 용산 ‘실세’ 참모 접견···윤 대통령 “건강 잘 챙기시라” 전해"
정치,"윤, 글로벌 반도체 동맹 완성…전주기 걸친 초격차 구현 [순방 결산]"
정치,체질량지수 40미만 고도비만도 현역 간다
정치,"고민정 ""연동형 비례대표제 지키되 범민주연석회의 만들어야"""
정치,중·러 군용기 KADIZ 진입후 이탈…中 “국제법 부합”
정치,"비대위로 가는 與…""당정관계 재정립이 먼저"" 목소리도[정다운의 뉴스톡]"
정치,"與, 野 민주유공자법 처리 시도에 ""다수당 횡포"" 반발"
정치,"국민의힘, 새 대표 선출 대신 비대위 체제 전환 결정"
정치,"이낙연 ""금태섭·양향자와 연대 가능성…다른 분 연대는 아직"""
정치,“정의당 선거연합정당 1월 말쯤 가시화…‘尹 정부 심판’ 모든 세력과 연대”[무등의 아침]
정치,중·러 군용기 6대 KADIZ 진입후 이탈…'영공 침범은 없어' [종합]
정치,"윤 대통령, 헤이그 특사 파견한 리더잘·이준 열사 기념관 방문"
정치,"""이재명 물러나고 통합비대위 가야…유죄 판결 위험 방치 안 돼"""
정치,"野, '민주유공자법' 정무위 단독 처리...與 ""운동권 특혜 상속"" 반발"
정치,민주 '2호 총선 영입인재'에 엔씨소프트 출신 기업인 이재성씨
정치,"[속보] 한·네덜란드 ""정부·기업·대학 아우르는 반도체 동맹 구축"""
정치,"이낙연 ""금태섭·양향자와 연대도 가능… 국민께 새로운 희망 드릴 것"""
정치,"나경원 ""비대위원장 거론? 당정관계 재정립부터"""
정치,"대통령실 ""제2 마이스터고 붐 일도록 예산 등 전폭 지원"""
정치,"당정 ""난임부부 시험관시술 건보지원 '16회→20회'로 늘린다"""
정치,"이재명, 대통령실 정책실장·정무수석 만나 ""국회 통과 법안 존중해달라"""
정치,"병무청, 지난해 병역 기피 355명 신상 공개"
정치,"윤 대통령 ""네덜란드와 반도체 동맹 목표는 세계 최고 초격차"""
정치,"국민의힘, 비상대책위원회 전환 결정…“위기는 기회” 기대감도"
정치,"野, 정무위서 민주유공자법 강행···與는 ""셀프 특혜""라며 불참"
정치,"중·러 군용기, KADIZ 진입… 軍 “우발상황 대비 전투기 투입”"
정치,"ASML과 ‘한 배’ 탄 삼성·SK… K반도체, TSMC 맹추격 예고"
정치,‘김기현 불출마’ 원한 尹···친윤 현역들과 알력다툼 본격화
정치,'헤이그 특사' 발자취 쫓은 윤 대통령…리더잘·이준 기념관 방문(종합)
정치,"중·러 군용기 6대, KADIZ 진입 후 이탈…軍, 전투기 투입 대응"
정치,"野비주류 4인, 이재명에 대표 사퇴 요구…""통합 비대위 전환해야"""
정치,"고도비만도 현역으로 군대 간다...軍, 판정 기준 완화"
정치,"나경원 ""비대위원장 거론? 당정관계 재정립부터"""
정치,"신원식 ""北, 대한민국 위협 땐 전 세계 대응 직면할 것"""
정치,신원식 “사이버 전장 지배해야 총성없는 전쟁서 승리”…사이버작전사 방문
정치,"병무청, 지난해 병역의무 기피자 355명 인적사항 공개"
정치,반도체 동맹으로 '초격차' 노린 윤 대통령…중국발 공급망 리스크 극복
정치,"한·네덜란드, 반도체 동맹으로…2+2 대화체 추진"
정치,"尹대통령, '헤이그 특사 파견' 리더잘 방문…우리 정상 처음"
정치,"윤 대통령 ""반도체 동맹으로 초격차"" 뤼터 총리 ""진정한 윈윈"""
정치,민주당 '총선 2호 인재'에 NC소프트 출신 이재성 씨
정치,"신원식 ""대한민국 위협 세력, 나토 비롯한 전세계 대응 직면할 것"""
정치,"중·러시아 폭격기, 한국 방공식별구역 침범"
정치,민주당 비주류 원칙과상식 “李대표 한발 물러나달라…비대위로 가자”
정치,이병훈 “이낙연 신당 참여의사 없어…민주당 지킨다”
정치,"[현장영상] 의총 안 온 이재명 대표, 왜? “그러게 말입니다, 저도 잘…”"
정치,‘포스트 김기현’ 與비대위원장에 한동훈-원희룡-나경원 등 거론 [이런정치]
정치,"尹, 리더잘·이준 기념관 방문...""순국선열 뜻 기려"""
정치,"대통령실 ""제2 마이스터고 붐 일도록 예산 등 전폭 지원"""
정치,"군번 없는 6·25 호국영웅, 73년 만에 가족 품으로"
정치,나경원 “당정관계 변화해야 비대위 효과적…비대위원장? 수락 안 해”
정치,"""반도체 초격차 만들겠다""…윤 대통령, 한-네덜란드 '반도체 동맹' 일궜다"
정치,이재명 “변화하되 단합·단결”…정세균·김부겸 회동 추진
정치,"尹, 6·25참전 93세 노병에 ‘영웅의 제복’ 전달"
정치,"김기현, 지역구는 사수?"
정치,"민주 '인재 2호'는 4차산업전문 이재성 씨…""신성장동력 발굴하겠다"""
정치,"‘신당 추진’ 이낙연 “금태섭·양향자, 뜻 모을 여지 발견”"
정치,"민주당, 의원총회서 선거제 결론 또 미뤘다···이탄희 ‘눈물’ 호소"
정치,"류호정 사퇴·탈당 촉구 결의안 채택한 정의당 ""17일 징계위 회부"""
정치,앞으로 '고도비만'도 현역 판정…'신체검사규칙' 개정안 입법예고
정치,"원칙과 상식, 이재명 사퇴·비대위 전환 요구…“선당후사의 길 가야”"
정치,"한 총리, 호우·대설·한파에 ""철저 대비‥인명피해 최소화"""
정치,"1월 창당 공식화 한 이낙연 ""새로운 정치 대안 제시""..비명계도 우려"
정치,이재명 찾은 용산 참모들 “尹대통령이 건강 잘 챙기시라고”
정치,116년 前 이준 열사 내친 ‘리더잘’… 이번엔 국빈으로 환대
정치,"국민의힘, 비대위 전환 가닥…""현안 해결할 적임자 모실 것"""
정치,"반도체 업계, ASML 협력강화에 기대  “메모리·파운드리 노광기술 확보 발판”"
정치,"野, '민주유공자법' 정무위 단독 처리...與 ""운동권 특혜 상속"" 반발"
정치,"나경원 ""당정관계 재정립해야 비대위 구성도 효과적"""
정치,"군번 없는 6·25 호국영웅, 73년 만에 가족 품으로"
정치,윤 대통령 “부산-로테르담 협력 기대”
정치,"김건희 여사 ""개 식용 금지는 尹 약속""...네덜란드서 특별법 처리 강조"
정치,‘민주유공자법’ 야당 정무위 단독 처리… 박민식 보훈부 장관 “운동권 특혜법”
정치,대통령 비서실장이 'MB표' 마이스터고 방문한 까닭은… [오형주의 정읽남]
정치,"민주당 '2호 인재' 엔씨소프트 출신 이재성…""부산 출마 원해"""
정치,"친명·비명, 오늘 의총서 준연동형 비례대표제 유지 놓고 격돌"
정치,"나경원 ""당정관계 재정립해야 비대위 구성도 효과적"""
정치,"당정 ""난임부부 체외수정 보험 급여 횟수 16→20회"""
정치,"민주당 거세진 '쇄신 요구'…비명계 ""이재명 물러나고 통합비대위"""
정치,"ASML과 ‘한 배’ 탄 삼성·SK… K반도체, TSMC 맹추격 예고"
정치,당정 '난임부부 시험관 시술' 건보지원 16회→20회로 확대
정치,"나경원 ""장관·수석의 출마지역구 쇼핑, 국민에 부정적…초선도 희생·헌신 필요"""
정치,"헤이그 특사 아픔 서린 리더잘, 국빈 자격으로 방문한 尹"
정치,"尹, 네덜란드 국빈방문 마치고 귀국길...'반도체 동맹' 성과"
정치,"국민의힘, 비대위 체제로…윤재옥 “국민 눈높이 맞는 비대위원장 선임”"
정치,"[속보] 尹대통령 ""네덜란드와 반도체 동맹으로 초격차 만들 것"""
정치,"민주당, '2호 영입인재'에 엔씨소프트 출신 기업인 이재성 씨"
정치,"이준석 ""김기현에 아무도 감사 인사 안 해…정말 싸가지 없다"""
정치,"'윤심' 오독한 김기현, 체면도 실리도 다 까먹었다"
정치,"'男173cm에 119kg'도 현역 입대한다…군, 현역 고도비만 기준 완화"
정치,"한총리, 호우·대설·한파예보에 ""철저 대비해 인명피해 최소화"""
정치,"이재명 ""거부권 말고 국회 존중해달라""…이관섭 ""노선 차이 분명"""
정치,"민주, `2호 영입인재` 발표…""IT 전문가 이재성, 혁신 경제 리더"""
정치,문재인 정부 시절 금융위원장 아들 `병역 기피`…병무청 신상 공개
정치,"비주류 4인방, 이재명 대표 사퇴·통합 비대위 전환 요구"
정치,"반도체 업계, ASML 협력강화에 기대  “메모리·파운드리 노광기술 확보 발판”"
정치,"김기현 물러난 국민의힘, 비대위 체제로 간다"
정치,"""예산 전폭 지원""…김대기 비서실장, 마이스터高 방문"
정치,"[속보] 尹대통령 ""네덜란드와 반도체 동맹으로 초격차 만들 것"""
정치,"장제원 ""국힘 총선 승리하면 제가 터널 못 나와도 만족"""
정치,"안건조정위 갔지만…민주유공자법, 국회 정무위서 野 단독 의결"
정치,"한-네 '반도체 동맹' 끌어낸 尹 ""세계 최고 초격차 만들 것"""
정치,"김건희 여사 ""개 식용 금지는 대통령의 약속…특별법 조속히 통과되길 바라"" [뉴시스Pic]"
정치,"중·러 군용기 6대, 동해 KADIZ 일시 진입… 軍 ""전투기 투입""(종합)"
정치,네덜란드와 ‘반도체 동맹’… 2나노 경쟁력 커져
정치,"국민의힘, 새 대표 선출 대신 비대위 체제 전환 결정"
정치,"병무청, 병역기피자 355명 공개…은성수 前금융위원장 아들도"
정치,"원칙과 상식, 이재명 사퇴·비대위 전환 요구…“선당후사의 길 가야”"
정치,"나토 주재 7개국 대표들 ""한반도 상황 이해 제고"""
정치,“병역 의무 수행 문제 없어”…고도비만도 현역으로 간다
정치,"강은미 ""류호정, 의석 유지 위해 궤변…예의도 없는 의원 1번 뽑아"""
정치,"이병훈 국회의원 ""신당 참여 의사 없다"""
정치,"윤 대통령 ""반도체 동맹 구축""…뤼터 총리 ""진정한 윈윈""(종합)"
정치,野 민주유공자법 처리 시도… 與 “운동권 특혜 상속법”
정치,"윤대통령, 만국평화회의 열렸던 리더잘 방문"
정치,'병역기피' 355명 인적사항 공개‥누가 있나 봤더니 이 사람 아들도?
정치,"與 '추가 희생' 나올까…""흐름 계속될 것"", ""김장연대로 충분"""
정치,"신원식, 나토 대표단 만나 ""北 위협 시 전 세계 대응"""
정치,"野 '인재 2호'에 엔씨소프트 출신 이재성씨…""서부산 출마할 것"""
정치,"이재명 ""변화하되 단합·단결""…정세균·김부겸 회동 추진(종합)"
정치,"중·러 군용기 6대, 한국방공식별구역 진입 후 이탈…공군 전투기 출격해 조치"
정치,"군번 없는 6·25 호국영웅, 73년 만에 가족 품으로"
정치,"尹, 3박5일 네덜란드 국빈 방문 마치고 귀국길"
정치,“입대전 추억여행♥” 하더니 잠수…文정부 금융위원장 아들이었다
정치,"野 '민주유공자법' 강행에 與 ""운동권 출신 특혜"" 반대"
정치,"비대위 체제로 가는 국민의힘, 위원장은 한동훈? 김한길?"
정치,"나경원 ""당정관계 재정립후 비대위를…장관·수석, 초선도 헌신해야"""
정치,"김건희 여사 ""개 식용 금지는 尹대통령의 약속..특별법 통과되길 바란다"""
정치,'11번째 비대위' 체제로 총선 가는 與…'박근혜 성공사례' 기대?
정치,윤 대통령 내일 귀국…비대위 여당·추가 개각 등 '현안 산적'
정치,"국힘, 오는 15일 비상의총 열고 비대위 구성 논의"
정치,이낙연 신당에 텃밭 ‘술렁’…호남 비명은 ‘관망’
정치,김건희 여사 “개 식용 금지는 尹대통령 약속…특별법 통과되길”
정치,"이재명 불참한 민주당 의총 ""병립형 회귀 반대 의견 많았다"""
정치,"尹, 이준 열사 기념관 방문…역대 대통령 중 처음"
정치,"당정, 난임부부 지원 늘린다"
정치,野 '민주유공자법' 단독 처리시도…與 반대로 안건조정위 회부
정치,이재명 “변화하되 최대한 단합·단결 유지하는 게 중요”
정치,"믿었던 비명계마저… “이낙연 신당, 도시락 싸들고 말리고 싶다”"
정치,"국민의힘, 정무위서 민주당 '민주유공자법' 처리 시도에 안건조정위 요구"
정치,野 혁신계 “이재명 사퇴하고 통합 비대위 가야”
정치,"김영록 전남지사, 이낙연 신당 창당 간접적 '반대' 시사"
정치,"이재명, 대통령실 정책실장·정무수석 만나 “R&D 예산 삭감…너무 인색한 것 아닌가”"
정치,당정 “난임부부 체외수정 건보 지원 20회로 확대”
정치,사이버사방첩사 방문한 신원식 장관 “총성 없는 전장에서 승리해야”
정치,병역의무 기피자 355명 신상 공개…전 금융위원장 아들 포함
정치,尹대통령 “한·네덜란드 반도체 동맹 목표는 세계 최고 초격차”
정치,"나경원 ""당정관계 변화 전제돼야 비대위 구성도 효과적"""
